,account_creation_date,bot_or_not,clean_tweet_text,follower_count,following_count,tweet_text,tweet_time,tweetid,user_profile_description,user_reported_location,user_screen_name
567,Tue Nov 18 00:43:47 +0000 2008,0,sure and yet the margret sanger award still exists how about the george bernard shaw prize when will those g,1211732,362,"Sure.  And yet, the Margret Sanger award still exists.  How about the George BERNARD Shaw prize?  When will those g… https://t.co/Wp2sg6mzVd",2018-06-30 17:21:41,1013110334532608000,question with boldness - to find the truth - not to prove your point,"Dallas, Rockies, NYC",glennbeck
568,Thu Aug 13 22:56:16 +0000 2009,0,breaking 51 judges,1514079,139,BREAKING: 51 Judges… https://t.co/Mj18elqD94,2019-01-23 15:55:41,1088102980438687744,Former Governor of Alaska and GOP Vice Presidential Nominee,Alaska,SarahPalinUSA
569,Tue Oct 07 19:55:59 +0000 2014,0,china s exports to north korea from january to september rose 20 9 to 2 55 billion while imports dropped 16 7,28314,587,China’s exports to North Korea from January to September rose 20.9 % to $2.55 billion while imports dropped 16.7 %… https://t.co/EbVAVUAfKp,2017-10-13 13:30:30,918831311246315520,"Senior Adviser for Asia, Director, China Power Project, CSIS",Washington DC,BonnieGlaser
570,Tue Nov 18 00:43:47 +0000 2008,0,lady gaga joe biden sexual assault psa how did this make sense,1211732,362,Lady Gaga + Joe Biden sexual assault PSA... how did this make sense? https://t.co/7PhW7jWRml https://t.co/GULYkd54vh,2017-11-21 02:11:34,932793578375516161,question with boldness - to find the truth - not to prove your point,"Dallas, Rockies, NYC",glennbeck
571,Fri Jan 09 04:12:46 +0000 2009,0,joining oreillyfactor tonight in the no spin zone hope you ll watch,668974,138208,Joining @OReillyFactor​ tonight in the 'No Spin Zone.' Hope you'll watch.,2015-05-26 23:45:21,603346214139129856,Former Deputy Chief of Staff to President George W Bush,Washington DC,KarlRove
572,Tue Mar 27 11:19:39 +0000 2007,0,analysis beto o rourke s huge 6 1 million one day haul in context,13546228,1517,"Analysis: Beto O’Rourke’s huge $6.1 million one-day haul, in context https://t.co/ATLKV26Fj5",2019-03-18 18:46:23,1107714885276876800,"Breaking news, analysis, and opinion. Founded in 1877",Washington DC,washingtonpost
573,Thu Feb 26 06:25:41 +0000 2009,0,jennifer dulski s inspiring new book purposeful shows us how we can all make a difference whether in our communi,2967111,2718,"Jennifer Dulski’s inspiring new book, Purposeful, shows us how we can all make a difference, whether in our communi… https://t.co/yy34Z5cck6",2018-05-22 22:05:08,999048542328180737,Mother. Sister. HuffPost Founder,New York City,ariannahuff
574,Fri Feb 10 18:30:31 +0000 2012,0,he s just trying to score cheap political points with the left peterlumaj reacts to governor cuomo s threat t,129230,713,"""He's just trying to score cheap political points with the left."" - @PeterLumaj reacts to Governor Cuomo's threat t… https://t.co/sLsPb5bWUs",2018-07-13 09:14:43,1017698828122820608,Airs weekdays from 4-6am ET on the Fox News Channel,New York City,FoxFriendsFirst
575,Fri Feb 10 18:30:31 +0000 2012,0,boo yourself senator lindsey graham fires back at audience that was angry over his support for judge kavanaugh,129230,713,“BOO YOURSELF” – Senator Lindsey Graham fires back at audience that was angry over his support for Judge Kavanaugh… https://t.co/YzXntvVx7u,2018-10-04 21:30:00,1047962063140605952,Airs weekdays from 4-6am ET on the Fox News Channel,New York City,FoxFriendsFirst
576,Wed Apr 28 22:38:40 +0000 2010,0,but you don t just have to take my word for it 123 sitting house members have already cosponsored medicare for all,3846203,1457,But you don’t just have to take my word for it: 123 sitting House members have already cosponsored Medicare for All… https://t.co/AWWzYbT9n4,2018-09-16 20:04:55,1041417667033346053,Congresswoman for NY-14 (Bronx and Queens),"Bronx and Queens, NYC",AOC
577,Thu Mar 12 15:44:18 +0000 2009,0,drug use in public now enabled by new york city mayor bill de blasio a pinhead move crisp analysis on,3008678,55,Drug use in public now enabled by New York City mayor Bill de Blasio.  A pinhead move. Crisp analysis on… https://t.co/i7mK6dX62S,2018-05-23 21:43:54,999405587619295232,Former host on Fox News,Washington DC,BillOReilly
578,Wed Mar 25 12:39:59 +0000 2009,0,draintheswamp judicialwatch s chris farrell rosenstein will have to go out and steal a car to get fired i don,1916957,2097,#DrainTheSwamp- @JudicialWatch’s Chris Farrell: Rosenstein will have to go out and steal a car to get fired. I don’… https://t.co/AKsMwWC8IR,2018-04-18 00:08:57,986396127313432576,"Lou Dobbs Tonight, Fox Business Network, 7 & 11 pm",New York City,LouDobbs
579,Thu May 07 09:14:43 +0000 2009,0,a guide on how quick and easy it is to create a smart home without major fuss,910420,208,A guide on how quick and easy it is to create a smart home without major fuss https://t.co/QnE9z6e79f https://t.co/H7bqM4KKgs,2019-04-06 23:19:05,1114668882512322560,The official space of CNA - the source of breaking news from Asia and the world,Singapore,ChannelNewsAsia
580,Tue Mar 20 17:46:05 +0000 2007,0,lab grown meat cultured from the stem cells of animals could hit supermarkets in the next five years,20346016,1083,"Lab-grown meat, cultured from the stem cells of animals, could hit supermarkets in the next five years… https://t.co/WG6rKXzHds",2019-04-03 18:00:01,1113501420894863361,"Top and breaking news, pictures, and videos from Reuters",Around the world,Reuters
581,Tue Aug 11 07:50:45 +0000 2009,0,feb 25 1919 new york times representative puts irish claims for independence before the paris peace conference,44122,1985,"Feb 25, 1919 - New York Times: Representative puts Irish claims for independence before the Paris Peace Conference… https://t.co/WtOAs8SGaY",2019-02-26 16:05:31,1100426645524176897,"Managing Director, Chief Strategist at Silvercrest Asset Management",New York City,prchovanec
582,Sun Sep 20 14:34:27 +0000 2009,0,ishaantharoor it s already under contract with uchicagopress,122596,996,@ishaantharoor It’s already under contract with @UChicagoPress!,2019-02-26 18:51:07,1100468320208334849,Professor at FletcherSchool,Washington DC,dandrezner
583,Thu Oct 02 18:47:57 +0000 2014,0,a clip in which i sort of defend mschlapp on tv as not a foolish person,460588,3917,"A clip in which I (sort of) defend @mschlapp on TV as ""not a foolish person.""  
https://t.co/kmOVohgByh",2019-03-03 22:06:21,1102329388157276162,"Director, Host",Washington DC,BillKristol
584,Sat May 12 13:04:50 +0000 2007,0,two months ago zuzana caputova was polling in single digits now the slovakian erin brockovich looks set to beco,23647780,1,"Two months ago, Zuzana Caputova was polling in single digits. Now the “Slovakian Erin Brockovich” looks set to beco… https://t.co/AYEUg0Pt4i",2019-03-26 15:48:18,1110569172776431616,News and analysis with a global perspective,London,TheEconomist
585,Thu Aug 07 15:35:02 +0000 2008,0,stop using the suffering of these little children as some barbaric bargaining chip you started this and can end it,2415539,362,Stop using the suffering of these little children as some barbaric bargaining chip. You started this and can end it… https://t.co/wN1Lauecbi,2018-06-19 14:24:14,1009079415060516865,"Speaker of the House, focused on strengthening America's middle class and creating jobs",Washington DC,SpeakerPelosi
586,Fri Jan 09 04:12:46 +0000 2009,0,will be on afterthebell in a few minutes to discuss the foxbusiness gopdebate hope you will tune in,668974,138208,Will be on @AftertheBell in a few minutes to discuss the @FoxBusiness #GOPDebate. Hope you will tune in!,2015-11-11 21:04:36,664549306725068800,Former Deputy Chief of Staff to President George W Bush,Washington DC,KarlRove
587,Fri Feb 09 00:35:02 +0000 2007,0,apple wants to sign you up for a digital newsstand with news,41665561,1109,Apple wants to sign you up for a digital newsstand with News+ https://t.co/0XuuCf0PYl https://t.co/FwOigZ3DBx,2019-03-25 18:30:12,1110247527784304643,It’s our job to go there & tell the most difficult stories,Global,CNN
588,Thu Feb 26 06:25:41 +0000 2009,0,the burnout epidemic is also hitting doctors as the administrative demands of desk top medicine squeeze out face,2967111,2718,"The burnout epidemic is also hitting doctors, as the administrative demands of “desk-top medicine” squeeze out face… https://t.co/PAw1mb5OPP",2018-05-18 15:40:10,997502112123809797,Mother. Sister. HuffPost Founder,New York City,ariannahuff
589,Thu Feb 26 06:25:41 +0000 2009,0,a young boy gets lessons on dealing with his mother s death from prince harry,2967111,2718,A young boy gets lessons on dealing with his mother's death from Prince Harry https://t.co/gUzvYK8PVR,2018-11-02 20:40:09,1058458764620242944,Mother. Sister. HuffPost Founder,New York City,ariannahuff
590,Fri Feb 09 00:35:02 +0000 2007,0,my view is that every vote matters and every vote counts massachusetts sen elizabeth warren says she would,41665561,1109,"""My view is that every vote matters... and every vote counts."": Massachusetts Sen. Elizabeth Warren says she would… https://t.co/8pLjPhs1RN",2019-03-19 17:40:00,1108060565862342662,It’s our job to go there & tell the most difficult stories,Global,CNN
591,Thu Mar 12 15:44:18 +0000 2009,0,please check out for my column on the president s un speech amp deals on killing england going great thanks to all,3008678,55,"Please check out https://t.co/rryWmyXe7C for my column on the President's UN speech &amp; deals on Killing England, going great! Thanks to all.",2017-09-22 18:00:06,911289014245830657,Former host on Fox News,Washington DC,BillOReilly
592,Thu Mar 12 15:44:18 +0000 2009,0,left wing bullies force chicago music store to shut down,3008678,55,Left-wing bullies force Chicago music store to shut down https://t.co/iblelaKwHt,2017-03-20 17:05:28,843871123045531648,Former host on Fox News,Washington DC,BillOReilly
593,Fri Jan 09 04:12:46 +0000 2009,0,what states will decide control of the senate discussing with billhemmer this morning on americanewsroom around 9 40 am et,668974,138208,What states will decide control of the Senate? Discussing with @BillHemmer this morning on @AmericaNewsroom around 9:40 AM ET.,2014-09-29 13:31:26,516581015297748992,Former Deputy Chief of Staff to President George W Bush,Washington DC,KarlRove
594,Tue Nov 18 00:43:47 +0000 2008,0,ooohhh got it here i thought when you called us the great satan you meant our christian or infidel nation we,1211732,362,"Ooohhh.  Got it.  Here I thought when you called us the great satan, you meant our Christian or infidel nation.  We… https://t.co/6cV0l0wJRx",2019-02-12 04:14:55,1095174383759441920,question with boldness - to find the truth - not to prove your point,"Dallas, Rockies, NYC",glennbeck
595,Thu Oct 02 18:47:57 +0000 2014,0,why s realdonaldtrump so irritable today,460588,3917,Why's @realDonaldTrump so irritable today?,2018-07-29 22:29:40,1023697091594514432,"Director, Host",Washington DC,BillKristol
596,Tue Mar 27 11:19:39 +0000 2007,0,trump mocks biden over allegations of inappropriate touching,13546228,1517,Trump mocks Biden over allegations of inappropriate touching https://t.co/BQ00v93val,2019-04-03 11:00:39,1113395882790215683,"Breaking news, analysis, and opinion. Founded in 1877",Washington DC,washingtonpost
597,Tue Nov 18 00:43:47 +0000 2008,0,it is almost as if seattle is being run by five year olds iron curtain style kleptocrats or morons i think it i,1211732,362,"It is almost as if Seattle is being run by five year olds, iron curtain style kleptocrats, or morons.  I think it i… https://t.co/Lmo06f8bV1",2018-06-12 02:06:20,1006356997845995521,question with boldness - to find the truth - not to prove your point,"Dallas, Rockies, NYC",glennbeck
598,Wed Mar 18 13:46:38 +0000 2009,0,deroy murdock national review we are now exporting oil which is the first time in my lifetime we are right no,59545891,45,"Deroy Murdock, National Review: “We are now exporting oil, which is the first time in my lifetime - we are right no… https://t.co/7TWpXCZ8BK",2019-01-23 02:00:56,1087892911734382592,45th President of the United States of America,Washington DC,realDonaldTrump
599,Mon Mar 05 22:08:25 +0000 2007,0,let s be clear senate leaders are playing political games with the supreme court doyourjob,105520767,614870,Let's be clear: Senate leaders are playing political games with the Supreme Court. #DoYourJob https://t.co/EpPURJ3Dwa,2016-08-12 21:55:01,764218658319130624,"Dad, husband, President, citizen",Washington DC,BarackObama
600,Fri Apr 25 17:23:28 +0000 2008,0,15 if they proceed outside the terms of the plea agreement sorry i just have a bias against plaintiffs at,2024701,7296,"15/ ""...if they proceed outside the Terms of the plea agreement. (Sorry – I just
have a bias against plaintiffs’ at… https://t.co/O6LQW8JZgo",2019-02-22 02:44:48,1098775585113944064,CNN Anchor of TheLeadCNN and CNNSOTU and Chief Washington Correspondent,Washington DC,jaketapper
601,Thu Aug 07 15:35:02 +0000 2008,0,realdonaldtrump are you sure you are getting enough sleep morningjoe,2415539,362,".@realDonaldTrump, are you sure you are getting enough sleep? #MorningJoe https://t.co/DHsFpVjDxG",2017-06-09 19:13:41,873256804863664129,"Speaker of the House, focused on strengthening America's middle class and creating jobs",Washington DC,SpeakerPelosi
602,Tue Apr 14 14:01:03 +0000 2009,0,the pres says his missile program will terminate any missile launches from hostile powers or even from nations t,322456,2168,"The pres says his missile program will ""terminate any missile launches from hostile powers,"" or even from nations t… https://t.co/nfE5okYKOI",2019-01-17 16:45:26,1085941175356399619,CBS News White House Correspondent,Washington DC,markknoller
603,Wed Aug 06 03:07:06 +0000 2008,0,netanyahu said of syria retreat we will make sure israel s security is preserved amp we will defend ourselves from t,3855142,2406,Netanyahu said of Syria retreat “we will make sure Israel's security is preserved &amp; we will defend ourselves from t… https://t.co/njl1FfHtta,2018-12-19 22:11:35,1075514003181449223,"Follower of Christ, Husband, Father, US Senator for Florida",USA,marcorubio
604,Fri Apr 25 17:23:28 +0000 2008,0,booker suggests trump may not be gop nominee in 2020 finneyk billkristol kaitlancollins jfkucinich discuss,2024701,7296,"Booker suggests Trump may not be GOP nominee in 2020, @finneyk @BillKristol @kaitlancollins @JFKucinich discuss… https://t.co/xXdts0Qfh6",2019-02-12 22:42:18,1095453069347831808,CNN Anchor of TheLeadCNN and CNNSOTU and Chief Washington Correspondent,Washington DC,jaketapper
605,Fri Feb 10 18:30:31 +0000 2012,0,repandybiggsaz is joining his colleagues calls for house intel chair adam schiff to resign over accusations that,129230,713,.@RepAndyBiggsAZ is joining his colleagues’ calls for House Intel Chair Adam Schiff to resign over accusations that… https://t.co/CZvZEoUIPp,2019-03-29 22:15:05,1111753670562062338,Airs weekdays from 4-6am ET on the Fox News Channel,New York City,FoxFriendsFirst
606,Wed Mar 18 13:46:38 +0000 2009,0,build a wall amp crime will fall,59545891,45,BUILD A WALL &amp; CRIME WILL FALL!,2019-01-23 12:59:50,1088058726794387456,45th President of the United States of America,Washington DC,realDonaldTrump
607,Tue Nov 18 00:43:47 +0000 2008,0,2 2 on second thought rocks are perfectly safe after all we haven t had to ban them yet i know that after c,1211732,362,"2/2 on second thought, rocks are perfectly safe.   After all we haven’t had to ban them.  YET.  I know that after C… https://t.co/V9JkZ2yrXO",2018-03-25 08:04:24,977818469411389441,question with boldness - to find the truth - not to prove your point,"Dallas, Rockies, NYC",glennbeck
608,Tue Apr 14 14:01:03 +0000 2009,0,rushlimbaugh takes stage to introduce pres trump at final rally of the midterm campaign what an honor this is,322456,2168,".@rushlimbaugh takes stage to introduce Pres Trump at final rally of the midterm campaign. ""What an honor. This is… https://t.co/tiKf08n0c0",2018-11-06 03:12:57,1059644780328697856,CBS News White House Correspondent,Washington DC,markknoller
609,Wed Mar 18 13:46:38 +0000 2009,0,thank you missoula montana get out and vote for mattformontana and gregformontana maga,59545891,45,"Thank you Missoula, Montana. Get out and VOTE for @MattForMontana and @GregForMontana!! #MAGA🇺🇸… https://t.co/MDbBs8QCVW",2018-10-19 01:54:52,1053102147888328704,45th President of the United States of America,Washington DC,realDonaldTrump
610,Wed Apr 28 22:38:40 +0000 2010,0,true love is radical because it requires us to see ourselves in all people otherwise it isn t love love is revo,3846203,1457,"True love is radical because it requires us to see ourselves in all people. Otherwise, it isn’t love.

Love is revo… https://t.co/LiTDA8TDGs",2018-12-26 04:01:24,1077776366450429958,Congresswoman for NY-14 (Bronx and Queens),"Bronx and Queens, NYC",AOC
611,Mon Mar 05 22:08:25 +0000 2007,0,live president obama is delivering remarks at an event marking the 150th anniversary of the 13th amendment,105520767,614870,LIVE: President Obama is delivering remarks at an event marking the 150th anniversary of the 13th Amendment. https://t.co/l13zAa8wtc,2015-12-09 17:03:21,674635456164663296,"Dad, husband, President, citizen",Washington DC,BarackObama
612,Wed Mar 18 13:46:38 +0000 2009,0,secretary of homeland security kirstjen nielsen will be leaving her position and i would like to thank her for her service,59545891,45,"Secretary of Homeland Security Kirstjen Nielsen will be leaving her position, and I would like to thank her for her service....",2019-04-07 22:02:03,1115011884154064896,45th President of the United States of America,Washington DC,realDonaldTrump
613,Sat May 12 13:04:50 +0000 2007,0,the number of homes in new york that are not primary residences has increased from 55 000 in 2014 to 75 000 in 2017,23647780,1,"The number of homes in New York that are not primary residences has increased from 55,000 in 2014 to 75,000 in 2017… https://t.co/tiHELAh5LU",2019-03-16 17:06:48,1106965049426542592,News and analysis with a global perspective,London,TheEconomist
614,Wed Mar 25 12:39:59 +0000 2009,0,dimms left wing media deep state and rinos have relentlessly lied and connived to try to subvert president trump,1916957,2097,"Dimms, Left Wing Media, Deep State, and RINOs have relentlessly lied and connived to try to subvert President Trump… https://t.co/Fy1U3hPKht",2018-04-29 01:19:41,990400191462236160,"Lou Dobbs Tonight, Fox Business Network, 7 & 11 pm",New York City,LouDobbs
615,Tue Mar 20 17:46:05 +0000 2007,0,brazil s petrobras to bid in israeli gas tender israeli minister,20346016,1083,Brazil's Petrobras to bid in Israeli gas tender: Israeli minister https://t.co/Y4sRFe3Kq8 https://t.co/pRMuTwCn96,2019-03-31 11:10:27,1112311186790510592,"Top and breaking news, pictures, and videos from Reuters",Around the world,Reuters
616,Tue Apr 09 18:04:35 +0000 2013,0,we re siding with students and with every american seeking an affordable college degree timkaine,24344679,789,"""We’re siding with students and with every American seeking an affordable college degree."" —@TimKaine https://t.co/qa9qO4AFxW",2016-09-17 18:38:45,777215229973426176,"2016 Democratic Nominee, SecState, Senator, hair icon",New York City,HillaryClinton
617,Fri May 04 10:32:22 +0000 2007,0,ok new one jack karajack what do you think about twitter breaks and purges why do you think that is i can t s,1294151,1694,"Ok, new one @jack #KaraJack

What do you think about twitter breaks and purges. Why do you think that is? I can’t s… https://t.co/gcLmH25SeF",2019-02-12 22:55:48,1095456464855019520,Sparkly vampire,San Francisco,karaswisher
618,Tue Mar 20 17:46:05 +0000 2007,0,britain s may has not moved an inch on brexit says labour s legal chief,20346016,1083,"Britain's May has not moved 'an inch' on Brexit, says Labour's legal chief https://t.co/eg6x295206 https://t.co/rqnqOxzPR3",2019-04-07 10:01:38,1114830585040723968,"Top and breaking news, pictures, and videos from Reuters",Around the world,Reuters
619,Mon Jan 23 04:23:10 +0000 2012,0,whatever happens this day or the next or in this investigation or the next or the one after that we should always,488412,928,"Whatever happens this day or the next, or in this investigation or the next or the one after that, we should always… https://t.co/RBYFsCW3ka",2019-03-24 12:41:54,1109797487236337664,Lawyer,Washington DC,gtconway3d
620,Wed Aug 06 03:07:06 +0000 2008,0,proud early member of teamjohnjames he s a top notch candidate many in national media fawn over a texas democra,3855142,2406,Proud early member of #TeamJohnJames. He’s a top notch candidate. Many in national media fawn over a #Texas Democra… https://t.co/J9wq4tut4N,2018-09-19 17:12:12,1042461366962073601,"Follower of Christ, Husband, Father, US Senator for Florida",USA,marcorubio
621,Fri Feb 09 00:35:02 +0000 2007,0,women are now running all three network morning shows for the first time ever,41665561,1109,Women are now running all three network morning shows for the first time ever https://t.co/fd2G9l0uRN https://t.co/oHTXf5LhfR,2019-04-04 20:00:08,1113894037298216960,It’s our job to go there & tell the most difficult stories,Global,CNN
622,Tue Nov 18 00:43:47 +0000 2008,0,the gop is poised to pass tax reform but will it help listen,1211732,362,The GOP Is Poised to Pass Tax Reform – but Will It Help? LISTEN: https://t.co/14DGOImOQY https://t.co/ihtbDGmszN,2017-12-02 02:48:01,936789020889059328,question with boldness - to find the truth - not to prove your point,"Dallas, Rockies, NYC",glennbeck
623,Thu Feb 26 06:25:41 +0000 2009,0,going to be tough to explain 2017 to them,2967111,2718,Going to be tough to explain 2017 to them: https://t.co/KrluRK1FrL,2017-12-20 20:40:16,943581839360516096,Mother. Sister. HuffPost Founder,New York City,ariannahuff
624,Thu Feb 26 06:25:41 +0000 2009,0,there were moments there still are moments that i am positive the sounds of my breaking heart are deafening to an,2967111,2718,"""There were moments; there still are moments that I am positive the sounds of my breaking heart are deafening to an… https://t.co/NOvMWuxULv",2017-12-10 20:10:08,939950379730718720,Mother. Sister. HuffPost Founder,New York City,ariannahuff
625,Sun Apr 01 06:22:13 +0000 2007,0,an announcement of a summit date is likely to come when trump meets with chinese vice premier liu he at the white h,16519657,1126,An announcement of a summit date is likely to come when Trump meets with Chinese Vice Premier Liu He at the White H… https://t.co/PdfkQphTEr,2019-04-04 03:32:04,1113645381513089024,Breaking news and features from the WSJ,New York City,WSJ
626,Thu Aug 13 22:56:16 +0000 2009,0,james woods digs up old pic to show americans the truth about ocasio cortez s 70 tax rate,1514079,139,James Woods Digs Up Old Pic To Show Americans the Truth about Ocasio-Cortez’s 70% Tax Rate https://t.co/tKrm9H6gCR,2019-01-09 01:15:16,1082807986328948736,Former Governor of Alaska and GOP Vice Presidential Nominee,Alaska,SarahPalinUSA
627,Fri May 04 10:32:22 +0000 2007,0,stuartwmcleod jayacunzo jack billsimmons this would be a super burn if you actually listened to the many interv,1294151,1694,@stuartwmcleod @jayacunzo @jack @BillSimmons This would be a super burn if you actually listened to the many interv… https://t.co/few88zPFfD,2019-01-24 17:02:42,1088482233218945026,Sparkly vampire,San Francisco,karaswisher
628,Fri Mar 06 03:20:20 +0000 2009,0,alfie s parents kate james and tom evans wish to seek experimental treatments for what is thought to be a mitocho,3312253,6473,"Alfie’s parents, Kate James and Tom Evans, wish to seek experimental treatments for what is thought to be a mitocho… https://t.co/ctfmYJ4E8j",2018-04-25 19:13:12,989220799826579456,Representing the great state of Texas in the US Senate,"Houston, Texas",tedcruz
629,Sun Apr 01 06:22:13 +0000 2007,0,the underperformance of small stocks marks a reversal after leading gains early this year,16519657,1126,The underperformance of small stocks marks a reversal after leading gains early this year https://t.co/sKmcn6PXz7 https://t.co/q5tJlYfFql,2019-03-12 12:45:06,1105449638377738242,Breaking news and features from the WSJ,New York City,WSJ
630,Tue Oct 07 19:55:59 +0000 2014,0,treasury just told those chinese banks they are exposed to north korea sanctions activities which could result in,28314,587,"Treasury just told those Chinese banks they are exposed to North Korea sanctions activities, which could result in… https://t.co/HZEpAaHTXP",2017-11-06 19:09:38,927613967031308288,"Senior Adviser for Asia, Director, China Power Project, CSIS",Washington DC,BonnieGlaser
631,Wed Mar 18 13:46:38 +0000 2009,0,the fake news media is working overtime to blame me for the horrible attack in new zealand they will have to work,59545891,45,The Fake News Media is working overtime to blame me for the horrible attack in New Zealand. They will have to work… https://t.co/Z9wFNCqFYf,2019-03-18 13:38:30,1107637405010530305,45th President of the United States of America,Washington DC,realDonaldTrump
632,Sat May 12 13:04:50 +0000 2007,0,the women s escapades are joyful precisely because they take precedence over serious matters such as jobs,23647780,1,The women’s escapades are joyful precisely because they take precedence over serious matters such as jobs https://t.co/1QtU7HqFMl,2019-04-01 02:51:31,1112548012973273088,News and analysis with a global perspective,London,TheEconomist
633,Sat May 12 13:04:50 +0000 2007,0,we re seeking an intern to write about foreign affairs for the economist,23647780,1,We're seeking an intern to write about foreign affairs for The Economist https://t.co/gnsSKfqjxr,2019-03-30 11:28:02,1111953222636367872,News and analysis with a global perspective,London,TheEconomist
634,Mon Mar 05 22:08:25 +0000 2007,0,congratulations to d c and thanks to mayor bowser and the d c council for fighting to raisethewage,105520767,614870,"Congratulations to D.C., and thanks to Mayor Bowser and the D.C. Council for fighting to #RaiseTheWage. https://t.co/7cXBVUFCmn",2016-06-28 16:35:12,747830720387682304,"Dad, husband, President, citizen",Washington DC,BarackObama
635,Fri Feb 09 00:35:02 +0000 2007,0,larry kudlow on sexual harassment allegations against herman cain president trump s pick for the federal reserve b,41665561,1109,"Larry Kudlow on sexual harassment allegations against Herman Cain, President Trump's pick for the Federal Reserve B… https://t.co/Bgz9G8GiaS",2019-04-07 13:40:09,1114885577801912322,It’s our job to go there & tell the most difficult stories,Global,CNN
636,Tue Oct 07 19:55:59 +0000 2014,0,the white house has dramatically stepped up preparation for a military solution in recent months amid fears diplo,28314,587,The White House has “dramatically” stepped up preparation for a military solution in recent months amid fears diplo… https://t.co/yIPSKX9IfX,2017-12-21 04:01:14,943692813937659904,"Senior Adviser for Asia, Director, China Power Project, CSIS",Washington DC,BonnieGlaser
637,Fri Jan 09 04:12:46 +0000 2009,0,moving through a lot of topics with loudobbsnews around 7 30 pm et 2016 candidates hrc emails amp more tune in to foxbusiness,668974,138208,"Moving through a lot of topics with @loudobbsnews around 7:30 PM ET - 2016 candidates, HRC emails &amp; more. Tune in to @foxbusiness.",2015-05-21 22:45:29,601519206857908225,Former Deputy Chief of Staff to President George W Bush,Washington DC,KarlRove
638,Wed Mar 18 13:46:38 +0000 2009,0,great meeting on trade today with junckereu and representatives of the european union we have come to a very stro,59545891,45,Great meeting on Trade today with @JunckerEU and representatives of the European Union. We have come to a very stro… https://t.co/cOa4atnFMC,2018-07-25 23:42:23,1022265839104483329,45th President of the United States of America,Washington DC,realDonaldTrump
639,Fri Jan 09 04:12:46 +0000 2009,0,mt rcp_articles today s morningupdate includes pre 2016 analysis of gop from danbalz karlrove amp paulwaldman1,668974,138208,"MT @RCP_Articles: Today's #MorningUpdate includes pre-2016 analysis of #GOP from @danbalz, @KarlRove &amp; @paulwaldman1: http://t.co/beIHX3bTBj",2015-02-26 14:57:10,570960771775131648,Former Deputy Chief of Staff to President George W Bush,Washington DC,KarlRove
640,Tue Mar 27 11:19:39 +0000 2007,0,perspective washington is a politics town can the kennedy center make it a destination for political art,13546228,1517,Perspective: Washington is a politics town. Can the Kennedy Center make it a destination for political art? https://t.co/CmTQvVJxf8,2019-03-22 16:33:39,1109131031737782279,"Breaking news, analysis, and opinion. Founded in 1877",Washington DC,washingtonpost
641,Thu Oct 02 18:47:57 +0000 2014,0,trump is presumably reacting to the fact that turnout wasn t high in the trump y rural counties and that it was ka,460588,3917,"Trump is presumably reacting to the fact that turnout wasn't high in the Trump-y rural counties, and that it was Ka… https://t.co/tL5MKzY2by",2018-08-13 15:41:36,1029030214825902080,"Director, Host",Washington DC,BillKristol
642,Thu Mar 12 15:44:18 +0000 2009,0,if you have been following our migrant caravan analysis on the nospinnews you know we are closing in on who is pr,3008678,55,"If you have been following our migrant caravan analysis on the @NoSpinNews, you know we are closing in on who is pr… https://t.co/5xAk2vB1Q3",2018-11-21 13:49:07,1065240694443380741,Former host on Fox News,Washington DC,BillOReilly
643,Tue Mar 27 11:19:39 +0000 2007,0,paint crayon slime and other kid messes and how to clean them,13546228,1517,"Paint, crayon, slime and other kid messes — and how to clean them https://t.co/Dyxf1JZus9",2019-04-02 16:58:46,1113123621550067713,"Breaking news, analysis, and opinion. Founded in 1877",Washington DC,washingtonpost
644,Sun Apr 01 06:22:13 +0000 2007,0,one strategy for living a happier life as a single start now don t wait until you have a partner to travel buy t,16519657,1126,"One strategy for living a happier life as a single: Start now. Don’t wait until you have a partner to travel, buy t… https://t.co/Ph6mlYE5JU",2019-03-19 16:30:05,1108042972510257154,Breaking news and features from the WSJ,New York City,WSJ
645,Thu Aug 13 22:56:16 +0000 2009,0,before his border deal speech trump held a very important ceremony in the oval office,1514079,139,"Before His Border Deal Speech, Trump Held a Very Important Ceremony in the Oval Office https://t.co/NSW6VCZjQm",2019-01-20 05:50:05,1086863415270887424,Former Governor of Alaska and GOP Vice Presidential Nominee,Alaska,SarahPalinUSA
646,Fri Jan 09 04:12:46 +0000 2009,0,excited to be at the villages today to sign copies of my new book you can find my upcoming events here,668974,138208,Excited to be at The Villages today to sign copies of my new book. You can find my upcoming events here: https://t.co/S1QiouBAxR,2015-12-02 19:26:27,672134754460766208,Former Deputy Chief of Staff to President George W Bush,Washington DC,KarlRove
647,Tue Mar 27 11:19:39 +0000 2007,0,opinion hold off on your victory laps conservatives henryolseneppc writes,13546228,1517,"Opinion: Hold off on your victory laps, conservatives, @henryolsenEPPC writes https://t.co/0v6C4XX9AO",2019-03-25 22:40:12,1110310442159738880,"Breaking news, analysis, and opinion. Founded in 1877",Washington DC,washingtonpost
648,Tue Aug 11 07:50:45 +0000 2009,0,feb 24 1919 new york times foreign labor agitators arrested in plot to assassinate president wilson 100yearsago,44122,1985,"Feb 24, 1919 - New York Times: Foreign labor agitators arrested in plot to assassinate President Wilson #100yearsago https://t.co/BwvfW4z2Sx",2019-02-26 14:14:37,1100398735937454080,"Managing Director, Chief Strategist at Silvercrest Asset Management",New York City,prchovanec
